               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,             0.01092,           0.0059341,                   0,             0.99337,             0.99119,               0.994,             0.69778,            0.020013,           0.0076992,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.010772,           0.0060817,                   0,             0.99341,             0.99122,             0.99478,              0.6958,            0.020413,            0.007833,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.010469,           0.0058641,                   0,             0.99559,             0.99559,              0.9948,             0.70445,            0.019927,           0.0077323,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.010922,            0.005796,                   0,             0.99556,             0.98681,             0.99072,             0.70474,            0.019973,           0.0076594,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.010291,           0.0058364,                   0,             0.99339,             0.99339,              0.9941,             0.70184,            0.019721,           0.0076784,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.010198,            0.005677,                   0,             0.99559,             0.99123,             0.99478,             0.69936,            0.019461,           0.0075273,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.010695,            0.005738,                   0,             0.99339,             0.99779,             0.99487,             0.70109,            0.019714,           0.0077896,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.010402,           0.0057094,                   0,             0.99559,                   1,             0.99441,             0.70249,            0.019589,           0.0078549,                   0,            0.004225,            0.004225,            0.004225
                 177,             0.01025,            0.005804,                   0,             0.99119,             0.99558,             0.99317,             0.69258,            0.019591,           0.0076865,                   0,            0.004192,            0.004192,            0.004192
                 178,             0.01074,           0.0059878,                   0,             0.99341,             0.99559,             0.99414,             0.69538,            0.019529,           0.0074446,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.010269,           0.0057665,                   0,             0.99338,             0.99119,             0.99272,             0.69959,            0.019789,           0.0075763,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.010066,           0.0057072,                   0,             0.99558,             0.99337,             0.99462,             0.69889,            0.019309,           0.0076459,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.010286,           0.0056272,                   0,             0.99558,             0.98903,             0.99141,             0.69933,            0.019541,           0.0080883,                   0,             0.00406,             0.00406,             0.00406
                 182,           0.0099944,           0.0056538,                   0,             0.99118,             0.99119,             0.99478,             0.70715,            0.019682,           0.0081144,                   0,            0.004027,            0.004027,            0.004027
                 183,           0.0099822,           0.0057114,                   0,             0.99339,             0.98904,              0.9914,             0.70571,            0.019801,           0.0078938,                   0,            0.003994,            0.003994,            0.003994
                 184,           0.0098101,           0.0056325,                   0,             0.99119,             0.98684,             0.98923,             0.70644,            0.019442,           0.0075857,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.010357,           0.0057202,                   0,             0.99121,             0.98903,             0.98783,             0.70312,             0.01985,           0.0082841,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.010295,           0.0057957,                   0,             0.99335,             0.99114,             0.99262,             0.70365,             0.01951,            0.008119,                   0,            0.003895,            0.003895,            0.003895
                 187,           0.0097643,           0.0055006,                   0,             0.99338,             0.98901,             0.98777,             0.70704,            0.019506,           0.0079739,                   0,            0.003862,            0.003862,            0.003862
                 188,           0.0097848,           0.0057081,                   0,             0.99337,             0.99119,             0.99381,             0.71355,            0.019364,           0.0080063,                   0,            0.003829,            0.003829,            0.003829
                 189,           0.0099408,            0.005455,                   0,             0.99339,             0.99339,             0.99344,             0.70357,            0.019655,            0.008038,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.009952,           0.0055375,                   0,             0.99339,             0.99339,             0.99417,             0.70965,            0.019179,           0.0079494,                   0,            0.003763,            0.003763,            0.003763
                 191,           0.0098696,           0.0055611,                   0,             0.99559,             0.99559,             0.99496,             0.70184,             0.01953,           0.0084906,                   0,             0.00373,             0.00373,             0.00373
                 192,           0.0097634,           0.0053963,                   0,             0.98901,             0.98684,             0.98692,             0.70674,            0.019211,           0.0078232,                   0,            0.003697,            0.003697,            0.003697
                 193,           0.0097335,           0.0056333,                   0,             0.99339,             0.99339,             0.99473,             0.70987,            0.019547,           0.0076482,                   0,            0.003664,            0.003664,            0.003664
                 194,           0.0095242,           0.0054483,                   0,             0.99559,             0.99122,             0.99473,             0.70022,            0.019595,            0.007996,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0098263,           0.0056024,                   0,             0.99559,             0.99559,              0.9946,             0.70843,            0.019418,           0.0077668,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0093296,            0.005313,                   0,             0.99558,             0.99339,             0.99466,             0.70951,            0.019772,           0.0078999,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0095153,           0.0053205,                   0,              0.9934,             0.99559,             0.99455,             0.70699,            0.019711,           0.0079421,                   0,            0.003532,            0.003532,            0.003532
                 198,           0.0093331,           0.0053805,                   0,             0.99339,             0.99339,             0.99348,              0.7022,            0.019621,           0.0083887,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.009309,           0.0054972,                   0,             0.99121,             0.98902,             0.99002,              0.6959,            0.019582,           0.0080482,                   0,            0.003466,            0.003466,            0.003466
                 200,           0.0091896,            0.005372,                   0,             0.99339,             0.98904,             0.98801,             0.69877,            0.019769,           0.0083372,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0094806,           0.0054188,                   0,             0.99338,             0.99557,             0.99414,             0.70052,            0.019527,           0.0080965,                   0,              0.0034,              0.0034,              0.0034
                 202,           0.0093621,           0.0054606,                   0,             0.99559,             0.99123,             0.99491,             0.70116,            0.019708,           0.0085947,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0094183,           0.0053008,                   0,             0.99559,             0.99559,             0.99498,             0.70292,            0.019702,           0.0083597,                   0,            0.003334,            0.003334,            0.003334
                 204,           0.0092391,           0.0053181,                   0,             0.99558,             0.99559,             0.99496,             0.70574,            0.019448,           0.0081905,                   0,            0.003301,            0.003301,            0.003301
                 205,           0.0090964,           0.0053156,                   0,             0.99339,             0.99339,             0.99366,             0.69993,            0.019755,           0.0080969,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.00904,           0.0053443,                   0,             0.99558,             0.99338,             0.99326,             0.70673,            0.019577,           0.0080957,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0092622,           0.0053163,                   0,             0.99558,             0.99339,             0.99308,             0.70612,            0.019513,           0.0081968,                   0,            0.003202,            0.003202,            0.003202
                 208,           0.0087508,           0.0051716,                   0,             0.99339,             0.98904,             0.98815,             0.69682,            0.019706,           0.0087924,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0089959,           0.0051995,                   0,             0.99339,             0.99339,             0.99395,             0.70237,            0.019791,           0.0090253,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.008792,           0.0052944,                   0,             0.99559,             0.99559,             0.99493,             0.70512,            0.019632,           0.0089748,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0089394,           0.0053141,                   0,             0.99559,                   1,             0.99487,             0.70975,            0.019547,           0.0086408,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0087204,           0.0050479,                   0,             0.99339,             0.98903,             0.98792,             0.70163,            0.019466,            0.008822,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0085638,           0.0052092,                   0,             0.99339,             0.99339,             0.99373,             0.70867,            0.019295,           0.0085234,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0087543,           0.0051339,                   0,             0.99339,             0.99339,             0.99362,             0.70374,            0.019372,           0.0085129,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0087465,           0.0049824,                   0,             0.99339,             0.99339,              0.9944,             0.71217,            0.019043,            0.008148,                   0,            0.002938,            0.002938,            0.002938
                 216,           0.0089325,           0.0051456,                   0,             0.99559,             0.99123,             0.99491,             0.69842,            0.019532,           0.0084511,                   0,            0.002905,            0.002905,            0.002905
                 217,           0.0085474,           0.0050211,                   0,             0.99559,             0.99559,             0.99493,             0.70488,            0.019625,            0.008649,                   0,            0.002872,            0.002872,            0.002872
                 218,           0.0084947,           0.0050869,                   0,             0.99559,                   1,               0.995,             0.70592,            0.019493,           0.0086086,                   0,            0.002839,            0.002839,            0.002839
                 219,           0.0084895,           0.0049413,                   0,             0.99559,             0.99559,             0.99496,             0.70515,            0.019857,           0.0089026,                   0,            0.002806,            0.002806,            0.002806
                 220,           0.0085157,           0.0050295,                   0,             0.99559,             0.99122,             0.99496,             0.70323,            0.019901,           0.0087566,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0084525,           0.0050246,                   0,             0.99559,             0.99559,             0.99496,             0.70114,             0.01991,           0.0087312,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0086184,            0.005166,                   0,             0.99559,             0.99559,             0.99496,             0.70529,            0.019623,           0.0085044,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.008556,           0.0050359,                   0,             0.99559,             0.99123,             0.99496,             0.70401,            0.019482,           0.0086514,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0081534,           0.0049735,                   0,             0.99559,             0.99123,             0.99493,             0.70493,            0.019535,           0.0086855,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.008303,           0.0049919,                   0,             0.99552,             0.98904,             0.98874,             0.70459,            0.019712,           0.0087853,                   0,            0.002608,            0.002608,            0.002608
                 226,           0.0083301,           0.0050382,                   0,             0.99777,             0.99123,             0.99498,             0.69815,            0.019437,           0.0085417,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.00825,           0.0048219,                   0,             0.99339,             0.99339,             0.99371,             0.70399,              0.0194,           0.0086896,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0085429,           0.0051083,                   0,             0.99339,             0.99339,             0.99359,             0.69808,            0.019725,           0.0087621,                   0,            0.002509,            0.002509,            0.002509
                 229,           0.0083453,           0.0049701,                   0,             0.99339,             0.98904,             0.98872,             0.70348,            0.019737,           0.0089551,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0081917,           0.0048158,                   0,             0.99559,             0.99559,             0.99496,             0.70403,            0.019725,           0.0084816,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.007949,           0.0047866,                   0,             0.99339,             0.99779,             0.99344,             0.70566,            0.019704,           0.0088213,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.007842,           0.0046801,                   0,             0.99559,             0.99123,             0.99491,             0.70724,            0.019469,           0.0087408,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0080125,           0.0048922,                   0,             0.99559,             0.99559,             0.99496,             0.70787,            0.019534,           0.0087027,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0080643,           0.0048215,                   0,             0.99559,             0.99559,             0.99496,             0.70776,            0.019592,           0.0088534,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0078738,           0.0048705,                   0,             0.99559,             0.99559,             0.99493,             0.71021,             0.01945,           0.0088361,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0078584,           0.0048909,                   0,             0.99559,             0.99123,             0.99489,             0.70543,            0.019587,           0.0088727,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0079753,           0.0047945,                   0,             0.99559,             0.99559,             0.99496,              0.7066,             0.01949,           0.0090034,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0078515,           0.0047737,                   0,             0.99559,             0.99559,             0.99496,             0.70534,            0.019621,           0.0091466,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.007877,           0.0048279,                   0,             0.99559,             0.99559,             0.99498,             0.70458,             0.01957,            0.009278,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0077694,           0.0048555,                   0,             0.99559,             0.99559,             0.99493,             0.70755,            0.019416,            0.008937,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0075053,           0.0046187,                   0,             0.99559,             0.99559,             0.99491,             0.70217,            0.019424,           0.0091257,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0075835,           0.0046951,                   0,             0.99559,                   1,             0.99498,             0.70632,            0.019625,           0.0090338,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0075053,           0.0047598,                   0,             0.99559,             0.99559,             0.99496,              0.7042,            0.019597,           0.0090892,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0075633,           0.0047371,                   0,             0.99559,             0.99559,             0.99491,             0.71105,            0.019508,           0.0093112,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0076832,           0.0048231,                   0,             0.99559,             0.99559,             0.99491,             0.71391,            0.019512,            0.009309,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0075033,            0.004553,                   0,             0.99559,             0.99559,             0.99496,             0.70429,              0.0197,           0.0095652,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.007333,           0.0045475,                   0,             0.99559,             0.99559,             0.99498,             0.70408,            0.019785,           0.0094337,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0072821,           0.0045098,                   0,             0.99558,             0.99339,             0.99498,             0.70218,            0.019708,           0.0092986,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0073324,           0.0044659,                   0,             0.99339,             0.98903,             0.98959,             0.70428,            0.019677,            0.009344,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0073371,           0.0045302,                   0,             0.99558,             0.99118,             0.99397,             0.70877,            0.019514,           0.0091323,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0073782,           0.0046002,                   0,             0.99559,             0.99559,             0.99498,             0.70526,            0.019528,            0.009249,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0074016,           0.0046142,                   0,                   1,             0.99122,               0.995,             0.70809,            0.019227,           0.0092768,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0071157,           0.0045633,                   0,             0.99779,             0.99123,             0.99498,               0.702,            0.019425,           0.0093394,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0071374,           0.0044386,                   0,             0.99778,             0.99123,             0.99498,             0.70476,            0.019416,           0.0095664,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0071818,           0.0044808,                   0,             0.99558,             0.99779,             0.99378,             0.70977,            0.019572,           0.0098884,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0071457,            0.004528,                   0,             0.99558,             0.99779,             0.99338,             0.70792,            0.019599,           0.0099007,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0071074,           0.0045145,                   0,             0.99779,             0.99559,               0.995,             0.70841,            0.019568,           0.0097806,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.006972,           0.0043607,                   0,             0.99558,             0.99339,               0.994,             0.70838,            0.019442,           0.0097353,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0071294,           0.0043206,                   0,             0.99558,             0.99339,             0.99384,             0.71331,            0.019521,           0.0096951,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0068924,           0.0043161,                   0,             0.99558,             0.99338,              0.9937,             0.71398,            0.019616,           0.0095572,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0069576,           0.0042916,                   0,             0.99339,             0.99779,             0.99319,             0.71434,            0.019481,           0.0096668,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0068817,           0.0042724,                   0,             0.99339,             0.99339,             0.99339,             0.71191,            0.019508,           0.0095941,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0067336,           0.0043326,                   0,             0.99779,             0.99123,             0.99498,             0.70924,            0.019557,           0.0097502,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.006812,           0.0043771,                   0,             0.99779,             0.99123,             0.99498,               0.712,            0.019561,           0.0097568,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0068114,           0.0042952,                   0,             0.99558,             0.98903,             0.98849,             0.70816,            0.019548,            0.009827,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0067576,           0.0041104,                   0,             0.99558,             0.98904,             0.98898,             0.70755,             0.01953,           0.0097835,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0068184,           0.0043057,                   0,             0.99558,             0.99339,             0.99356,             0.70499,            0.019646,            0.009775,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0065769,           0.0043185,                   0,             0.99339,             0.98903,             0.98857,             0.70951,            0.019359,           0.0095844,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0067384,             0.00413,                   0,             0.99339,             0.99778,             0.99335,             0.70826,            0.019359,           0.0095267,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0065786,           0.0041576,                   0,             0.99339,             0.98903,             0.98781,             0.69998,            0.019616,           0.0099219,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0065088,           0.0042931,                   0,             0.99339,             0.98904,             0.98806,              0.7015,            0.019661,           0.0097721,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.006615,           0.0042971,                   0,             0.99339,             0.98903,             0.98828,             0.70295,            0.019477,           0.0097803,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0065224,           0.0040998,                   0,             0.99559,             0.99122,             0.99496,             0.70911,            0.019646,            0.010272,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0065458,           0.0041844,                   0,             0.99339,             0.99339,             0.99357,             0.71079,            0.019822,            0.010233,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0065693,           0.0042461,                   0,             0.99339,             0.99339,             0.99375,             0.70675,            0.019757,            0.010072,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.006526,           0.0041492,                   0,             0.99339,             0.98904,             0.99025,             0.70389,            0.019752,            0.010305,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0065764,           0.0041437,                   0,             0.99339,             0.99339,             0.99362,             0.70337,            0.019812,            0.010249,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0063609,              0.0041,                   0,             0.99339,             0.99339,             0.99388,             0.70509,            0.019692,            0.010211,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0064807,           0.0041731,                   0,                   1,             0.99777,               0.995,              0.7066,            0.019804,            0.010395,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0062997,           0.0041349,                   0,             0.99999,             0.99339,               0.995,             0.70431,            0.019816,            0.010434,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0062226,           0.0039762,                   0,             0.99559,             0.99559,             0.99498,             0.70286,            0.019803,            0.010343,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0062313,           0.0041265,                   0,             0.99339,             0.99339,             0.99313,             0.70241,            0.019901,            0.010375,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0061208,            0.003955,                   0,             0.99776,                   1,             0.99498,             0.70722,            0.019686,            0.010406,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0063259,           0.0040782,                   0,             0.99339,             0.99339,             0.99317,             0.70604,            0.019752,            0.010389,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0061394,           0.0040413,                   0,             0.99559,             0.99559,             0.99498,             0.70282,            0.019799,            0.010378,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0061627,           0.0040119,                   0,             0.99559,             0.99559,             0.99498,             0.70175,            0.019766,            0.010401,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0061343,           0.0040172,                   0,             0.99339,             0.99339,             0.99371,             0.70299,            0.019726,            0.010445,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0062018,           0.0040205,                   0,             0.99339,             0.99339,             0.99366,             0.70344,            0.019703,            0.010434,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0060557,           0.0039115,                   0,             0.99339,             0.99339,             0.99337,             0.70646,            0.019769,            0.010422,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0058512,           0.0038372,                   0,             0.99779,             0.99999,               0.995,             0.70867,            0.019616,            0.010502,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0060749,           0.0039776,                   0,             0.99559,                   1,               0.995,             0.70668,            0.019751,            0.010786,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0059239,           0.0039962,                   0,             0.99559,             0.99559,             0.99496,             0.70413,            0.019771,            0.010827,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0060851,             0.00399,                   0,             0.99559,                   1,               0.995,             0.70699,            0.019707,            0.010779,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0057671,            0.003713,                   0,             0.99559,             0.99559,             0.99498,             0.70282,            0.019797,            0.010782,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0059874,           0.0039983,                   0,             0.99559,             0.99559,             0.99498,             0.70366,            0.019745,            0.010765,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0059628,            0.003912,                   0,             0.99559,             0.99559,             0.99498,             0.70227,            0.019805,            0.010749,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0059432,           0.0039135,                   0,             0.99339,             0.99339,              0.9936,              0.7033,            0.019811,            0.010768,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0059428,           0.0038763,                   0,             0.99339,             0.99779,             0.99384,             0.70299,            0.019748,            0.010774,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0058329,           0.0037542,                   0,             0.99339,             0.99339,             0.99371,             0.70112,            0.019773,            0.010814,                   0,            0.000166,            0.000166,            0.000166
